"x","y"
-0.4273858,0.1965411
-0.5745558,0.4085311
-0.0996781,0.2149078
-0.531296,0.2267028
-0.5465943,0.3379036
-0.3241928,0.489715
0.049454,0.7193519
0.4712471,0.7619609
-0.1435704,0.3109328
-0.1116617,0.3598638
-0.276075,0.4423993
-0.1106061,0.3118068
-1,0
-1,0
-1,0
-0.4227931,0.3622291
-0.2755418,0
-1,0.2511442
-0.4585908,0.2219971
-0.5560058,0.8272819
0.6545638,0.2243837
1,0.5274065
0.054813,0.7171871
0.0973417,0.5464462
0.1927211,0.6122156
0.2244312,1
1,1
1,1
1,0.7364612
0.4729224,1
1,0.7236079
0.4998465,0.7283562
0.4567124,0.671998
0.3739464,0.6593966
0.3187932,0.8025454
0.6050907,1
0.2221445,0.7174549
0.4978762,1
0.4789193,0.7152596
1,0.7094244
0.4188487,1
1,1
1,0.7103584
0.4207167,0.4782761
0.2012596,0.3765835
0.1109451,1
1,0.752459
0.5049181,0.7230824
0.3482604,1
1,1
1,1
-0.1044064,0.53146
0.0761511,0.5696267
0.1834804,0.5694045
0.1426351,0.5943154
0.1886308,0.6378807
0.2757615,0.645264
0.4350642,1
1,0.6095017
0.2190034,0.5433025
0.1611982,0.5207453
0.0414907,1
1,0.5189804
0.4839931,0.8885443
0.7770886,0.7031319
0.4062637,0.6553463
1,0.716615
0.43323,1
-1,0.2387519
-1,0.2671812
-0.4656375,0.3398173
-0.3203654,0.4548613
-0.3001963,0.2518995
-0.496201,0.3959044
-0.2081913,0.367019
0.2127911,0.6731154
0.3462309,0.5221108
0.2401665,0.6596947
0.0671172,1
1,0.8411742
0.6823484,0.5218108
0.3970585,1
1,0.7073159
-1,0.2628621
-0.4235976,0
-1,0
-1,0.340713
-0.2921292,0.3429449
-0.3141102,0.339215
-0.32157,0.6169378
1,0.5480555
0.1348341,0.537617
0.0752339,0.5082284
0.4394049,1
1,0.6971067
0.3942133,0.6505855
-0.0312081,0.482267
0.0013054,0.5456578
0.5841385,0.7847348
-1,0.6447104
0.2894209,0.7558273
0.5116546,1
0.5389509,0.7449415
0.489883,0.6251575
0.250315,0.7222104
0.5956349,0.7691424
0.5933118,0.8484141
0.6968281,1
0.4282932,1
1,1
1,1
0.2889653,0.6985441
0.3970883,0.7065386
-0.0207051,0.4611265
0.0638741,0.5478477
0.0956955,0.6635523
0.3271047,0.6575283
1,1
1,1
1,1
0.8099995,0.7444848
0.557501,0.7461346
0.5375003,0.7838956
0.8382004,0.7221793
0.4443586,0.8043492
0.6086984,0.7228261
1,0.8434721
0.6869442,0.8183566
-0.1333676,0.4130937
-0.131641,0.3890937
-0.2218126,0.4531146
-0.0937709,0.4429327
0.6569866,1
1,0.8294318
0.6588635,0.5914835
0.7862607,0.6956041
0.4643163,0.9182945
0.8598807,1
1,0.8378592
0.6757184,1
1,0.7028116
0.3954955,0.7224597
0.4449195,1
-0.3907111,0.4150633
-0.0132346,0.4703619
-0.0592762,0.4781996
-0.0436008,0.4177949
-0.2596003,0.4890085
-0.0219831,0.3263115
-0.3473771,0.4296033
-0.2830554,0
-1,0.3885521
-0.2228957,0.393836
0.1141597,0.6511386
0.3862925,0.6667261
0.3334521,0.5340824
0.375203,0.5445697
0.1261104,0.7006326
1,0.8228235
0.5646443,0.7531105
0.5062209,0.8039449
0.6078898,1
1,0.7478194
0.4956388,1
1,1
1,0.68989
0.3797801,0.9173302
0.8346604,1
1,1
1,0.8081765
0.6163529,1
1,0.840402
1,0.8248473
0.6496946,1
1,1
-0.1925205,0.4499595
-0.1000811,0
-1,0.4961824
0.4957373,1
1,1
1,0.7321725
-0.1312444,0.3732865
-0.1599077,0.4437671
-0.1124658,0.5350598
0.0701195,0.5853443
-0.227456,0.3525813
-0.24017,0.3761583
-0.2476834,0.389585
-0.2208299,0.3968873
-0.1159028,0.424806
-0.004348,0.4259824
-0.1480352,0.410422
-0.174069,0.434543
0.0269937,0.4376865
-0.1246269,0.3663005
-0.267399,0.3258416
0.0426615,0.6804431
0.3769306,0.616608
0.2511632,0.6079377
-0.1782903,0.4364594
-0.1270812,0.3968616
-0.2062767,0.4475585
-0.3689302,0.466368
-0.0342399,0.3314897
-0.15651,0.3554061
-0.2084098,0.3402801
-0.3194398,0.4126872
-0.1710547,0.3969467
-0.0023828,0.3312152
-0.3362584,0.2885725
-0.4228549,0.303716
-0.2846156,0.394666
-0.2106681,0.3187137
-0.3625726,0.3586106
-0.5444911,0.2577822
-0.4844356,0.4252654
-0.142574,0.5268877
-0.0549473,0.4350243
-0.0704308,0.4477324
0.2403592,0.6315122
0.1825566,0.5577067
0.1154134,0.6285241
0.2570481,0.6623101
0.3250819,0.5659361
0.1356955,0.6037341
0.2191368,0.6094638
0.4584441,0.6239185
0.2598582,0.6124223
0.2248447,0.6761254
0.370892,0.5771154
0.1542307,0.4436717
-0.1126567,0.4483978
0.0829591,0.6942055
0.4137495,0.6682752
0.1931162,0.6078001
0.2101772,0.522092
0.044184,0.6329914
0.2669956,0.7037462
0.6269984,0.6466227
0.2932453,0.6124238
0.2248477,0.6612874
0.5645037,0.7649521
0.5399134,0.5261013
0.0522026,0.4469132
-0.3548429,0.2818618
-0.4362764,0.2787675
-0.442465,0.5921391
0.3597073,0.6446847
0.3275263,0.7204087
-0.3880442,0
-0.8923573,0.1889325
-0.2234305,0.3973268
-0.2159254,0.2556686
-0.2275209,0.328713
-0.3425741,0.5146535
0.029307,0.4283382
-0.1288446,0.3436202
-0.3127597,0
-1,0.2911772
-0.1293375,0.3260154
-0.3479693,0.1928899
-0.5602013,0
-0.3880442,0
-0.8923573,0.1889325
-0.2234305,0.3973268
-0.4996661,0.0936902
-0.4594003,0
0.1704429,0.6615638
0.3271024,0.6751664
0.3503328,0.6553158
-0.0157825,0.4334565
0.098214,0.480435
-0.03913,0.5022826
0.0045652,0.504857
0.131395,0.4422753
-0.1154495,0.4132706
-0.1734588,0.4455596
-0.5852128,0.4768691
-0.0383894,0.4116561
-0.1702524,0.3750525
0.1704429,0.6615638
0.3271024,0.6751664
0.3503328,0.6553158
-0.441787,0.2745483
-0.4209369,0.3182128
-0.0724699,0.4325456
-0.0883634,0.4149446
-0.1681314,0.493061
-0.0095138,0.4223813
-0.1250955,0.4624615
-0.0510018,0.4094571
-0.1707538,0.3843938
0.1900718,0.7010026
0.4118103,0.7940128
0.5930474,0.7671347
0.4408132,0.7564299
0.5203919,0.6989215
0.4033955,0.5428742
0.4453428,0.7612108
0.5510548,0.7319404
-0.2418388,0.4565622
-0.2715515,0.3202729
-0.3582262,0.4607659
-0.073483,0.4320808
0.0157146,0.4686243
-0.0466521,0.4443859
-0.1081692,0.483206
0.1602913,0.6172083
0.2344166,0.6642594
0.3285188,0.5745916
0.2647188,0.6825814
0.3962052,0.657289
0.3261694,0.881711
-0.2924387,0.3800777
-0.2230946,0.3078353
-0.1854232,0.3699496
-0.1511921,0.346791
-0.3064179,0.4392819
-0.1214361,0.4689771
0.008291,0.5268534
0.0604591,0.5776305
0.1583886,0.5516275
0.3901537,0.621103
0.250221,0.5595583
0.1249975,0.499314
0.0752456,0.587009
0.1740179,0.5164115
0.0421208,0.4909219
-0.3516876,0.332643
-0.3094978,0.3513632
0.2301033,0.5216024
0.1672459,0.5453483
0.0906967,0.6299234
0.2598468,0.6022005
0.3523014,0.5616496
0.1265761,0.4644045
-0.0690971,0.5835397
0.336591,0.6629738
0.3423227,0.6108465
0.2418903,0.4063998
-0.2261722,0.3827517
-0.2283698,0.3344962
-0.3229422,0.343628
-0.3726409,0.3370721
-0.2991517,0.3495257
-0.1610064,0.3836575
-0.1852616,0.3535648
-0.2910475,0.4402438
-0.1165295,0.4125498
-0.2714642,0.2708177
-0.4368172,0.2994263
-0.3825493,0.3181813
-0.098967,0.3134212
-0.3551813,0.2744604
-0.4510792,0.2050134
-0.4234021,0.2543157
-0.4913685,0.2363928
-0.5205488,0.2242664
-0.5235352,0.2475337
-0.4654016,0.33262
-0.1448746,0.3777713
0.1412619,0.4849774
-0.0209128,0.4685285
-0.0423699,0.413991
-0.1948055,0.3065167
-0.3626781,0.3394671
-0.3175016,0.440764
-0.0700463,0.3968801
-0.1906964,0.3838066
-0.2198078,0.4131035
0.1304697,0.6899937
0.4006791,0.6110184
0.2304245,0.5053113
0.2282954,0.6125232
0.2517864,0.5700377
-0.1293172,0.3033184
-0.2640276,0.2933561
-0.4132878,0.4002751
-0.1960568,0.3601612
-0.133853,0.3358586
-0.3282827,0.3669312
-0.2548599,0.4142078
0.0524626,0.5654516
0.1309031,0.5254765
0.0591142,0.4653149
-0.4876658,0.2095857
-0.5808287,0.2539129
-0.4921742,0.231646
-0.2085109,0.4183024
-0.1355973,0.4443063
-0.0011883,0.3597853
-0.0964591,0.3873334
-0.2207518,0.4118927
-0.1691036,0.5203442
0.352645,0.5960644
0.2136971,0.6136854
0.2316388,0.6098792
0.4931305,0.7058614
0.4154842,0.7445627
0.4891255,0.6715354
0.2577682,0.6278777
0.2557553,1
1,0.7689908
-0.0129662,0.5119917
0.0323785,0.6207921
-0.2449063,0.3282023
-0.2046548,0.3189206
-0.3591661,0.4195518
-0.1543395,0.4160233
0.0108924,0.5087762
0.0175525,0.4983787
0.0119081,0.566049
0.3157059,0.4434181
-0.087628,0.3788618
-0.1104858,0.3833052
0.2527749,0.6902356
0.3804713,0.6714706
0.3482321,0.5703256
0.2647666,0.557749
0.1357844,0.6456288
0.0498678,0.6101469
0.2674522,0.5611858
0.1223716,0.6389596
0.2909029,0.6526009
0.4897577,0.6427579
0.3154757,0.6380104
0.2944146,0.699792
0.6585187,0.8264575
0.6660361,0.8635402
0.7370682,0.8533139
0.6733958,0.959357
0.9187139,0.7735332
0.6470363,0.8147596
0.5397894,0.8415596
0.6953529,0.8350154
0.0156278,0.5157714
0.1501204,0.5168408
0.0491341,0.5934121
0.1868242,0.6138598
0.3927018,0.5828751
0.1749818,0.6547307
0.3225137,0.6845561
0.3982857,0.6762086
0.3649166,0.7053701
0.4206305,0.6299103
-0.115244,0.3198057
-0.3603887,0.2951916
-0.4096169,0.3259568
-0.4324368,0.3086009
-0.3540904,0.2964335
-0.0363967,0.4466519
-0.0613376,0.3868573
-0.2099067,0.453045
-0.0737047,0.4773061
0.0640957,0.239362
-0.4998226,0.2843387
-0.4313227,0.338013
0.3261133,0.2626467
-0.4687263,0.2662814
-0.4674371,0.2089804
-0.3066939,0.3651432
-0.2697136,0.2988933
-0.393768,0.3107052
-0.3796505,0.4665089
-0.0379502,0.5012079
0.3610691,0.5192814
0.3383542,0.4496638
0.0004674,0.6613193
0.4123423,0.6830448
0.5565471,0.718307
0.4366139,0.555373
0.2069984,0.7110967
0.1456437,0.5036618
0.0250705,0.4815806
-0.0368388,0.2636276
-0.2229367,0.3464105
-0.307179,0.3051931
-0.3896138,0.3947145
0.4568804,0.7882613
0.6146662,0.8005648
0.2557638,0.5922918
0.2747806,0.4560761
-0.0669684,0.6284986
0.2989305,0.5734563
0.4920519,0.6796096
0.3943534,0.5846336
0.2437991,0.6973101
0.6378361,0.4985692
0.0467063,0.6361116
0.4333871,0.6418149
0.3244662,0.7066873
0.4397113,0.6734071
0.3671847,0.660719
0.2629145,0.5695513
0.154641,0.545657
0.0979951,0.6105578
0.4350641,0.5903713
0.2873896,0.4827503
0.0244723,0.5342143
-0.3438301,0.4918059
-0.2641984,0.34165
-0.3167,0.4253567
-0.1492866,0.5036804
0.2984591,0.5894156
0.252425,0.3592151
-0.1800656,0.5221922
0.3636732,0.6532477
0.3559922,0.4193403
-0.1431612,0.4187524
-0.061901,0.5123902
0.0894903,0.5079274
0.0158547,0.5630198
-0.0600615,0.4527863
-0.0944275,0.3586949
-0.3871075,0.312139
-0.2785812,0.3253553
-0.3492894,0.3946196
-0.2107609,0.3900979
-0.0329132,0.3414318
-0.2052064,0.6901613
0.4052678,0.3385849
0.0413977,0.5706058
0.1468775,0.5486121
0.0972242,0.5634601
0.0938759,0.6427308
0.3190947,0.6164656
0.2329313,0.5575685
-0.4020072,0.3319301
-0.3103314,0.2954655
-0.2122459,0.3364042
-0.1667281,0.380688
-0.238624,0.4558401
-0.0883198,0.4588881
0.0137615,0.5025662
0.0051324,0.4022958
-0.1182668,0.5440632
0.0569057,0.519541
0.0520341,0.5085887
0.0293358,0.4747263
0.0308886,0.5644457
0.1587317,0.572147
0.1659073,0.53293
-0.192575,0.4213788
-0.1315928,0.3488702
0.0301213,0.5417848
-0.1390871,0.4418914
-0.1162171,0.474352
-0.051296,0.4492067
-0.0993821,0.3204502
-0.2761702,0.7012535
0.4288758,0.3505988
-0.099407,0.4418852
-0.1162297,0.3245454
-0.3363735,0.3107526
-0.4079687,0.2889703
-0.3591097,0.2761507
-0.4250926,0.3185846
-0.1287644,0.5748905
0.1697524,0.5260195
0.066984,0.4838096
-0.0782845,0.4144136
-0.1711729,0.4370163
-0.0841555,0.5417809
0.1158564,0.4988402
0.0126452,0.4929302
-0.0141397,0.460773
-0.0847231,0.4432539
-0.1134921,0.4162729
-0.1674542,0.4234734
-0.273715,0.2894952
-0.3632447,0.3324924
-0.3181229,0.4088937
0.1172748,0.6366408
0.2865435,0.649958
0.1480207,0.5680224
0.0897831,0.5685241
0.1370482,0.6356167
0.2712334,0.6561671
-0.1410637,0.29431
-0.2961422,0.5751469
0.2744502,0
0.3341284,0.6178832
0.2850006,0.600263
0.2711246,0.4718981
0.6549491,0.6773958
0.3547915,0.8587317
0.7174634,0.7306278
0.608894,0.8485476
0.6970953,1
0.1995398,0.5698268
0.1792846,0.500327
0.000654,0.6113809
0.2227618,0.606831
0.4146828,0.6489701
0.4091727,0.3912139
-0.2175722,0.9075086
1,0.9465393
0.8996057,0.9488968
0.8977935,0.9533617
0.3850146,0.7736518
0.5473037,1
1,1
0.7427883,0.7107265
0.421453,0.6902142
0.3910228,0.6194088
0.5533978,0.6564548
0.3129096,0.7165296
0.4330592,0.7289795
0.526319,0.6962786
0.4754391,0.698012
0.481429,0.6283273
0.5799614,0.7782839
0.559288,0.7864541
0.6271612,0.7562932
0.2554015,0.9019085
0.8038169,1
1,0.7226365
0.662366,0.8228335
0.6605157,0.8600254
0.3107971,0.9097794
0.4377752,0.6279632
0.2559265,0.720693
0.441386,0.7230313
0.3658953,0.5351743
0.1350784,0.496636
0.0698674,0.9188618
0.8603399,0.9510135
0.902027,0.541741
0.0975028,0.5833577
0.055494,0.6938435
0.447146,1
1,0.6437486
0.4522932,0.747886
0.5350003,0.6643482
0.3004384,0.6707573
0.5534142,0.7321587
0.4643174,0.7610516
0.5221032,0.7658866
0.7506514,0.8206805
0.641361,0.7052979
0.4105958,0.7297086
0.7123559,0.916007
0.8654042,0.9502565
0.9005131,0.944549
0.4616356,0.9330969
0.8661939,0.784362
0.6062291,0.8042287
0.797954,0.9127117
0.8335831,0.9229511
0.2465905,0.6291206
0.6707662,0.7774224
0.5548449,0.8137549
0.6275098,0.8162612
0.6021064,0.7063487
0.4875538,0.6966733
0.5122942,0.7856765
0.5800859,0.740621
0.5728477,0.7845033
0.5690066,0.7118772
0.7206514,0.8943067
0.8073623,0.8869261
0.7977225,0.9290762
0.7939742,0.9195467
0.8390934,0.8999062
0.2851181,0.6160418
-0.026179,0.4239551
-0.1520897,0.398901
-0.1278312,0.5041904
0.6337482,0.726773
0.4830809,0.6653253
0.4025709,0.817757
0.663119,0.8704666
0.7629554,0.8777197
0.7554394,0.8711445
0.827237,0.9148899
0.8551392,0.9301254
0.8602508,0.9490058
0.8594014,0.8461065
0.7097466,0.8361693
0.1707765,0.5686138
0.5965309,0.7116014
0.4232028,0.7614183
0.5228367,0.7540573
0.5049074,0.6190717
0.4327234,0.6817594
0.5207351,0.7703847
0.6362901,0.8366408
0.6732817,0.8113839
0.6227678,0.7944666
0.3181009,0.8240126
0.6764325,0.7470071
0.4940142,0.8041286
-0.4630783,0.3471181
-0.2684807,0.3417014
0.5569539,0.7062102
0.4760391,0.6419384
0.2838768,0.7056683
0.4113367,0.7056937
0.5487469,0.7619031
0.5238062,0.6389407
0.360074,0.5516242
0.5802023,0.8495525
0.7126892,0.7691496
0.5846853,0.7611135
-0.4032263,0.297429
-0.39051,0.3670045
-0.265991,0.3547244
0.2882952,0.7242526
0.4870116,0.7738591
0.6275154,0.7279199
-0.0343249,0.3815533
-0.2368934,0.4718321
-0.0563358,0.4719998
0.0719928,0.5684103
0.1368206,0.5757944
0.2691065,0.6466228
0.2058158,0.6324221
0.3251619,0.6812017
0.3976718,0.5019803
-0.1210114,0.419954
-0.1600921,0.3671296
-0.2460295,0.3716694
0.9302597,0.9131271
0.8654176,0.9308723
0.0535843,0.5048267
0.6169368,0.6972855
0.4979906,0.9081143
0.8162286,0.7158532
0.227903,0.5740328
0.1480657,0.4875018
0.154956,0.5163858
0.5777693,0.8287485
0.657497,0.8190836
0.6900535,0.7747164
0.9490931,0.9640727
0.9438036,0.9708616
0.9548128,0.9723005
0.925792,0.9630667
0.9340643,0.9544772
-0.1604763,0.4149719
-0.0032144,0.4908406
-0.0183189,0.4609568
-0.0780865,0.3980829
-0.6654129,0.4623191
-0.0148169,0.5168282
0.0888038,0.6200602
0.3215811,0.6557481
0.4516941,0.5424916
0.2116525,0.3498507
0.6475519,0.8546854
0.7145926,0.8436634
0.6873268,0.8045226
0.5972227,0.8498158
0.7164792,0.8800117
-0.0515002,0.5780485
0.7599763,0.5798358
0.1596716,0.5936902
0.2555231,0.5833863
0.7419407,0.7404841
0.5654306,0.8077325
0.6508437,0.8676114
0.5790097,0.7508065
0.5518532,0.467485
-0.0650301,0.4267122
0.7992484,0.9350635
0.8815826,0.9106147
0.8410566,0.9320521
0.1633584,0.6364028
0.3161015,0.8276544
0.544853,0.6642265
0.4914674,0.6844043
0.3688086,0.7313183
0.4626366,0.7242934
0.4870108,0.5775557
0.3151921,0.5326341
0.200544,0.522603
0.9374396,0.9702691
0.9473121,0.9635431
0.9369586,0.962072
0.8963916,0.9016426
0.8307019,0.5601591
0.288247,0.6120571
-0.1532794,0.3940507
-0.0689768,0.3359193
0.3138523,0.6211954
0.3657556,0.637648
0.2752959,0.6704948
0.3409896,0.5571662
0.6690915,0.747728
0.5405828,0.788075
0.6217735,0.7874474
0.631439,0.8324464
0.7047063,0.8464365
0.692873,0.8239285
0.043703,0.4456017
-0.0930768,0.5029691
0.0283869,0.6284249
-0.3813373,0.3763117
-0.194388,0.3883212
-0.014278,0.3289765
0.3568756,0.6648277
0.3296554,0.7249738
0.4499476,0.7463226
0.7020386,0.8357654
0.6715308,0.7195906
0.5880476,0.8371422
0.9338256,0.9857221
0.9714442,0.9795902
0.9591804,0.9821418
-0.5666358,0.2124411
-0.5527185,0.235637
-0.5139283,0.2439125
0.3582615,0.6610512
0.3921487,0.7422129
0.5956712,0.6349318
0.5000941,0.6406493
0.3937515,0.6523665
0.4469871,0.6499467
0.6978012,0.7423647
0.5493793,0.7618726
0.6422688,0.7158571
0.761486,0.863517
0.7591001,0.8409153
0.6818305,0.8390939
-0.4102125,0.2716577
-0.4230701,0.2667125
-0.4415498,0.2660775
-0.4686308,0.3952383
-0.2095234,0.4206431
0.6598555,0.5632679
0.6273227,0.6850349
0.46643,0.7146346
0.5372043,0.7057703
0.5122377,0.7337013
0.5450687,0.7187603
0.4375205,0.7617053
-0.1523851,0.463726
0.0105114,0.5160844
0.0536587,0.5622148
0.5585538,0.9638519
0.9277037,0.6174595
0.234919,0.6406538
-0.4742532,0.2603995
-0.3830407,0
0.2610341,0.6246055
0.3175649,0.5469361
0.2240789,0.5622762
0.2796856,0.5658497
-0.2594056,0.3340917
-0.3048623,0.6053294
0.2670798,0.6985792
0.1566822,0.5451064
0.1019059,0.5607268
0.1334642,0.594365
-0.4631033,0.2956279
-0.4087442,0.2761716
-0.4476568,0.3185966
-0.5710531,0.2501231
-0.4611122,0.2099693
0.6432608,0.4678823
-0.0728971,0.3554273
-0.2382131,0.422385
-0.1552299,0.3546288
0.1243643,0.5464513
0.0929027,0.5856327
0.2388012,0.3699833
-0.3171715,0.2946079
-0.4107841,0.21301
-0.5693462,0.1903619
-0.4557683,0.2241476
-0.4656637,0
-1,0
-0.1521522,0.448906
-0.102188,0.3060774
0.2060864,0.5137554
-0.2801255,0.3255149
-0.3489703,0.3680304
-0.2639393,0.4743122
-0.1264756,0.2539169
-0.4393204,0.2305769
-0.4505727,0.1566502
-0.1549038,0.3288981
-0.3236095,0.2998489
-0.3236177,0.2029054
-0.4119729,0
-1,0.2495877
-0.5008246,0
0.0064162,0.55212
0.1290977,0.6178143
-0.087314,0.4268988
-0.1436559,0.4193427
-0.1613146,0.4180535
-0.163893,0.4033185
0.032704,0.4722391
0.0273983,0.4493636
-0.029294,0.5220842
0.0965452,0.66631
0.3326201,0.5576108
0.1152216,0.5504775
-0.0863976,0.4909419
-0.0055884,0.4178617
-0.1567154,0.3478359
-0.4905504,0.4011534
-0.1976931,0.4267947
-0.2996875,0.2976651
-0.3221405,0.378397
-0.2432061,0.381106
-0.2157184,0.4131262
0.0637397,0.5027731
0.0395518,0.4564317
-0.0250381,0.2472915
0.6338011,0.7902604
0.585517,0.7629342
0.5660608,0.7789419
0.1513796,0.6830615
0.366123,0.9317784
0.8635567,0.6482451
0.1656963,0.5725274
0.1450548,0.6478649
-0.2365613,0.3679275
-0.3479785,0.285881
-0.4282379,0.3663938
-0.2672124,0.4325558
0.3849683,0.4510773
-0.0816178,0.4199422
-0.1487924,0.6620793
0.0899333,0.4699004
0.0195451,0.459796
-0.080408,0.3329613
-0.4533378,0.2424969
-0.4645835,0.2659749
-0.4223221,0.2463282
0.1215721,0.6198911
0.2397822,0.5701963
-0.2968587,0.319719
0.2239035,0.5579053
0.1158106,0.6466866
0.2933731,0.6285589
-0.0055232,0.3498557
-0.3002886,0.3347508
-0.3304984,0.4293553
-0.1001619,0.4428242
-0.1143515,0.3949017
-0.2101966,0.3156956
-0.6247507,0.509916
0.019832,0.568707
0.173841,0.5902411
-0.340332,0.4518335
-0.096333,0.3222509
-0.1387486,0.3379934
-0.3249046,0.2817315
-0.436537,0.3620646
-0.2758708,0.3960063
-0.1203107,0.324002
-0.3519959,0.4086483
-0.1755722,0.2762059
-0.2191622,0.3349912
-0.3300176,0
-1,0.2254948
-0.4996971,0.4197273
-0.1548744,0.4661363
-0.0677273,0.4344812
-0.8478433,0.2535093
-0.4620955,0.2533365
0.1453469,0.5880287
-0.229544,0.3253532
-0.3492936,0.5402755
0.080551,0.6230488
-0.0680946,0.2773011
-0.4453979,0.2894406
-0.3515725,0.3423258
0.1818261,0.5477962
0.1070649,0.5241663
0.0631054,0.2928469
0.3409712,0.8644956
0.8076456,0.7272328
0.4544655,0.5501356
-0.3005086,0.2930212
-0.3797165,0.2727829
-0.4544342,0.3518662
-0.2962676,0.3585649
-0.1677939,0.340051
-0.3166879,0.3146941
-0.3706118,0.3346857
-0.3510406,0.2673251
-0.4175426,0.3952826
-0.1642207,0.2256049
0.5513749,0.8508835
0.7017671,1
1,0.7750625
-0.2310787,0.3178425
-0.1874604,0.4254014
-0.1491971,0.4920326
-0.0159348,0.446647
0.0240639,0.5510446
0.1682007,0.5130686
0.0754134,0.4050711
-0.3848495,0.3030604
-0.3554652,0
-0.8713594,0.2072431
0.0972525,0.3985738
-0.2028525,0
-0.9646955,0.2899527
0.0010736,0.4620741
-0.2728133,0.3216194
-0.3488469,0.461737
-0.0765259,0.4462582
0.2795959,0.6582639
0.3165278,0.6937712
0.3990601,0.5190295
-0.1713651,0.3574861
-0.2850278,0.2628416
-0.4306928,0.2531707
-0.0422975,0.3807089
-0.3677629,0.3044911
-0.3910178,0.3529086
-0.2941829,0.4740877
-0.1350568,0.2261426
-0.446968,0.2338601
-0.4696314,0.2226381
0.1912334,0.6663855
0.332771,0.7410936
0.5062678,0.7173854
-0.2922031,0.3539059
-0.4330072,0.2835038
-0.4329924,0.341981
-0.3160381,0.3656629
-0.1013634,0.2995669
-0.3769857,0.2790287
-0.4315385,0.2940104
0.5042367,0.7818775
0.5969629,0.7855347
0.5907323,0.829915
-0.1607508,0.3124341
-0.43769,0.2828737
-0.4342525,0.4181909
-0.1636182,0.4244565
-0.1685581,0.2929283
-0.3794275,0.3308928
-0.3034548,0.2857068
-0.4427729,0.21842
-0.5631601,0
-0.9483568,0.184478
-0.3037032,0.3258125
-0.2956038,0.2953297
-0.4093407,0.3484958
-0.3030083,0.4032256
0.0550814,0.5230753
0.0461507,0.5460036
0.1265002,0.4839309
-0.2306939,0.617885
0.23577,0.584504
0.169008,0.5473832
-0.0273022,0.3320482
-0.2377656,0.3565904
-0.2868191,0.3694144
-0.2385317,0.4350797
-0.0523306,0.3875906
-0.2248187,0.3403357
-0.307526,0.3664072
-0.1977791,0.3500144
-0.262371,0.355857
-0.288286,0.5030252
0.0060503,0.5624131
0.6417428,0.7639773
0.5437857,0.7759643
0.5519286,0.7974189
-0.0441037,0.414261
-0.1520123,0.4032978
-0.183258,0.4113751
-0.1772498,0.4239154
0.0397293,0.4799431
-0.312692,0.3133488
-0.3733023,0.3406589
-0.2971312,0.3469666
0.0552773,0.4827549
-0.2364208,0.3308585
0.0685296,0.5376553
0.2300941,0.6269647
0.2539295,0.6469416
