"","y","x"
"313",6.7669177,-44.608879
"314",8.2949314,-65.006912
"315",14.226805,-44.309418
"316",23.92996,-44.665371
"317",10.97561,-41.391941
"318",9.0517235,-55.411728
"319",21.621622,-38.02116
"320",23.551638,-31.759762
"321",24.647886,-39.925373
"322",28.888889,-54.959351
"323",32.403435,-29.28709
"324",11.709287,-25.312864
"325",32,-47.607841
"326",30.645163,-47.684132
"327",6.7924528,-70.478989
"328",7.2033896,-50.867676
"329",31.707317,-57.845264
"330",33.333336,-38.712444
"331",27.298052,-23.656511
"332",30.479452,-36.326839
"333",17.045454,-46.760567
"334",22.413794,-38.136646
"335",13.28125,-59.471363
"336",18.181818,-3.0510261
"337",10.077519,-41.848232
"338",5.1428571,-18.899202
"339",7.9086118,-36.990681
"340",12.720849,-25.879578
"341",6.2992125,-53.902184
"342",15.591398,-31.346151
"343",25.407532,-18.475689
"344",19.407009,-52.26667
"345",31.028938,-45.39642
"346",34.125637,-35.535534
"347",14.102565,-35.747883
"348",23.412699,-36.375839
"349",22.621565,-36.899998
"350",20.758121,-34.257351
"351",9.2485542,-31.225607
"352",25.689087,-23.129133
"353",25.438599,-49.224808
"354",13.043478,-43.031124
"355",28.985506,-9.3454256
"356",12.631578,-54.310345
"357",5.4945054,-57.981651
"358",28.10219,-30.008381
"359",36.065571,-28.759897
"360",26.143793,-29.34322
"361",23.455057,-30.649483
"362",23.924381,-24.13168
"363",19.066147,-15.592244
"364",23.966942,-37.076153
"365",22.660099,-29.46718
"366",20.960699,-34.329231
"367",33.103447,-41.946907
"368",9.8591547,-61.834862
"369",23.095238,-30.628353
"370",38.46154,-53.467846
"371",16.804407,-2.286166
"372",3.9719627,-28.138716
"373",16.388889,-33.551273
"374",12.669684,-41.804962
"375",27.356321,-15.01753
"376",18.681318,-62.421711
"377",18.032785,-8.4606333
"378",17.121588,-38.951466
"379",10,-23.505653
"380",23.627686,-29.457151
"381",21.574642,-32.071609
"382",21.794872,-48.421051
"383",7.1428576,-53.140789
"384",25.252523,-51.554405
"385",10.869565,-62.710442
"386",18.870968,-40.956211
"387",14.226376,-31.31181
"388",18.493151,-47.853237
"389",16.032064,-29.753893
"390",1.1450382,-47.10038
"391",18.75,-41.312057
"392",29.629629,-35.315983
"393",25.675674,-32.560356
"394",29.357798,-41.777779
"395",15.177065,-38.92635
"396",7.5980396,-39.809677
"397",3.4375,-50.191574
"398",16.216215,-40.479916
"399",20.304567,-22.724667
"400",29.400572,-37.686848
"401",18.568233,-34.040501
"402",18.181818,-50.43668
"403",13.636364,-35.456474
"404",15.74074,-37.096775
"405",26.80851,-42.634731
"406",17.351597,-24.790201
"407",14.02439,-41.702126
"408",25.824177,-25.866238
"409",24.94894,-15.245922
"410",22.65625,-12.077295
"411",7.4957409,-48.025616
"412",2.3010547,-31.971287
"413",2.2696929,-41.918869
"414",5.5762081,-25.70487
"415",2.8350515,-55.837566
"416",22.140522,-22.753695
"417",7.4441686,-48.403992
"418",19.804401,-34.343864
"419",13.296398,-44.608948
"420",22.330097,-59.847767
"421",21.370968,-49.193165
"422",31.065088,-30.168661
"423",26.070902,-29.143568
"424",15.873016,-48.534073
"425",14.285715,-31.411043
"426",33.824493,-15.550256
"427",11.688312,-16.226709
"428",30.065361,-35.665207
"429",12.676056,-21.491581
"430",20,-48.739498
"431",25.103992,-19.24589
"432",21.465969,-33.651619
"433",8.0745335,-35.363247
"434",1.904762,-50.346619
"435",22.938145,-32.06435
"436",22.562141,-22.472916
"437",10.344828,-52.442394
"438",14.11917,8.3890495
"439",13.483146,-25.015953
"440",30.310881,-33.601555
"441",23.966942,-33.146614
"442",22.08589,-50.161808
"443",17.211876,-38.165531
"444",26.17535,-46.678738
"445",8.955224,-48.446415
"446",20.212767,-61.523628
"447",15.73604,-30.656933
"448",15.289256,-38.937031
"449",17.781494,-15.15134
"450",18.125,-21.082321
"451",6.8702288,-13.960324
"452",22.368422,-33.063789
"453",7.6923079,-17.572338
"454",9.090909,-40.359642
"455",24.367088,-10.346909
"456",22.608696,-51.728554
"457",22.058825,-36.315323
"458",12.5,-51.402641
"459",18.072289,-18.549908
"460",10.891088,-44.683807
"461",27.272728,-67.882629
"462",43.47826,-42.284416
"463",10.344828,-47.103275
"464",13.471502,-42.329369
"465",16.374269,-25.515057
"466",11.940298,-35.564518
"467",2,-21.776731
"468",34.962406,-26.842451
"469",6.1855669,-16.345413
"470",17.79661,-43.884449
"471",22.158548,-28.987936
"472",17.746479,-33.604031
"473",10.31746,-10.78067
"474",9.7421207,-31.877729
"475",24.852362,-23.594999
"476",35.416664,-40.647118
"477",10.714286,-17.493113
"478",19.248827,-37.414967
"479",10.10101,-11.202637
"480",8.30931,1.3862342
"481",2.4390242,-48.94083
"482",7.5614371,5.6555271
"483",5.0938339,1.3612539
"484",14.137931,-25.071632
"485",6.1776061,-45.781364
"486",7.7562323,-46.60033
"487",12.283105,-17.853052
"488",2.9126215,-56.15551
"489",14.62069,-11.247087
"490",11.276596,-4.1244564
"491",6.6985645,-23.6404
"492",12.578617,15.566036
"493",19.464033,4.3168125
"494",5.839416,16.926071
"495",2.3584907,-2.090034
"496",14.141414,-44.055069
"497",24.528303,-31.700802
"498",31.1138,-16.059011
"499",15.231789,-22.76029
"500",15.032681,-36.052792
"501",18.421053,-47.396385
"502",17.969925,-25.986031
"503",19.809069,-39.442436
"504",11.538462,-63.446968
"505",15.000001,-33.095722
"506",15.231789,-6.581089
"507",27.326733,-37.896214
"508",8.8888893,-15.17544
"509",17.391304,-31.515711
"510",18.489985,1.4958129
"511",22.535212,-53.931034
"512",5.208333,-45.645645
"513",12.671847,20.060127
"514",4.7619047,8.1885843
"515",14.232209,6.4708219
"516",3.2544379,-67.814728
"517",7.6411963,-22.949005
"518",7.0243902,6.4657393
"519",31.967215,-76.247032
"520",5.7142859,-39.826088
"521",27.40201,10.459712
"522",1.5957447,-52.758133
"523",18.300653,6.6271977
"524",1.8099549,9.1212482
"525",9.8338413,4.9759374
"526",2.8277636,13.61607
"527",0.76335877,10.425237
"528",0.78125,45.607479
"529",3.3436532,14.981898
"530",1.388889,-61.95219
"531",7.125,-16.879433
"532",15.789473,-26.556992
"533",2.7210884,43.789474
"534",11.658292,18.626827
"535",26.31579,-9.3693705
"536",40.214523,-10.444309
"537",14.718615,-20.547945
"538",20.309708,-0.17319024
"539",26.984129,-18.953552
"540",41.346153,0.35587251
"541",31.578945,-7.3949575
"542",8.6538467,-49.432316
"543",27.599998,-24.121264
"544",9.1743116,-34.228855
"545",20.522387,-39.142506
"546",23.033709,-18.978857
"547",18.491484,2.464232
"548",24.166666,-57.83844
"549",13.013699,-51.198463
"550",11.538462,-48.31591
"551",16.666668,-39.186295
"552",23.574986,-28.796936
"553",3.4682081,-41.795044
"554",28.776979,-52.108719
"555",41.765995,-11.669664
"556",14.444445,-17.467949
"557",22.426472,-49.839436
"558",14.622643,1.3950527
"559",10.227273,-35.022026
"560",24.175825,-52.113705
"561",15.503876,-16.205534
"562",19.594595,7.1951227
"563",15.322581,-34.541061
"564",29.326921,-34.31884
"565",23.863636,-34.125767
"566",18.75,-58.986176
"567",5.0847454,-59.716057
"568",34.562214,-54.440838
"569",20.253164,-38.03804
"570",28.437502,-36.796387
"571",20.79208,-39.359077
"572",24.285715,-36.338982
"573",2.4390242,-0.52015483
"574",23.698996,-9.2878056
"575",18.072289,-50.774338
"576",19.589657,-7.3744731
"577",18.248175,-52.359138
"578",18.994413,-44.489632
"579",16.32184,0.57324916
"580",19.473684,-27.440044
"581",15.376192,3.9628446
"582",7.734807,-39.984104
"583",12.5,-37.172516
"584",8.6148653,-6.05163
"585",5.4421768,-48.863636
"586",17.880795,-4.5825601
"587",5.5172415,-41.715977
"588",12.781956,-35.793869
"589",20.748577,-21.908562
"590",22.330097,-43.998062
"591",19.861031,-38.934731
"592",14.379086,-43.296432
"593",19.791668,-34.151192
"594",27.073172,-25.672939
"595",28.013029,-17.016706
"596",6.666667,-47.149895
"597",7.6923079,-50.396473
"598",3.3707864,-61.484371
"599",18.145163,-23.927338
"600",4.4943819,-46.287624
"601",13.768116,-32.872597
"602",20.238096,-40.025253
"603",9.3457947,-40.435608
"604",8.59375,-27.039783
"605",14.285715,-36.662819
"606",40.481373,-12.056918
"607",4.3010755,-41.748634
"608",4.2780747,-24.763542
"609",16.666668,-10.238663
"610",10.92437,-4.0574803
"611",18.085106,-25.860023
"612",15.000001,-46.007603
"613",16.602613,-17.304527
"614",7.6233187,-41.309341
"615",15.217391,-43.454937
"616",23.529411,-41.627907
"617",22.78149,-11.652997
"618",10.928962,-14.504361
"619",9.375,-10.897583
"620",15.326778,-5.2326946
"621",20.02837,-3.5487905
"622",25.752508,-46.62162
"623",25.945946,-56.211452
"624",28,-41.706734
"625",28.723404,-46.740376
"626",16.101696,-44.409348
"627",7.1428576,1.5555561
"628",11.578947,-45.232815
"629",14.728682,-36.92683
"630",33.18528,-30.995697
"631",13.636364,-38.737946
"632",22.857143,-38.964142
"633",24.102253,-33.019741
"634",17.1875,-21.74221
"635",18.390804,-52.787453
"636",27.039627,-25.208782
"637",50.933998,-26.730659
"638",10.948905,-36.008026
"639",20.3125,-46.773579
"640",22.727274,-50.158478
"641",29.403204,-30.280092
"642",21.428572,-30.070377
"643",17.582418,-51.610641
"644",35.820896,-45.255474
"645",21.083744,-36.481869
"646",5.4054055,-54.166668
"647",37.59124,-55.094902
"648",19.906322,-38.280846
"649",15.238096,-47.124012
"650",24.822695,-31.366295
"651",25.263157,-37.801609
"652",24.719101,-47.715359
"653",23.283581,-27.324659
"654",14.529915,-71.54213
"655",11.428572,-63.646793
"656",18.579235,12.200954
"657",23.489933,-48.810871
"658",20.338982,-56.553394
"659",19.397219,-15.338947
"660",29.82456,-38.599693
"661",21.95122,5.7793322
"662",18.421053,-27.184959
"663",18.905472,-63.8587
"664",23.930269,-30.796354
"665",12.290504,-24.353876
"666",21.933962,-44.478531
"667",35.779816,-37.414028
"668",10.294118,4.5248895
"669",15.873016,4.3352575
"670",23.595507,10.121012
"671",12.55814,7.8651667
"672",13.636364,1.19403
"673",17.845118,-40.474701
"674",1.7543859,-16.268656
"675",9.5238094,-49.349804
"676",10.280374,6.9580736
"677",20.103092,0.23771822
"678",19.834711,0.61957836
"679",26.060604,-0.37817359
"680",30.844154,-46.548672
"681",1.0989012,-52.494328
"682",8.9430895,-43.333332
"683",13.674264,13.198608
"684",7.1856289,-30.245537
"685",2.9069769,-48.563969
"686",4.166667,-10.997963
"687",3.8216562,-3.6613286
"688",5,-6.7843871
"689",1.7094018,-3.9263816
"690",21.364697,3.1613498
"691",4.6511626,-11.045131
"692",5.7471266,-45.071774
"693",22.164948,-1.6409248
"694",11.233886,-29.394287
"695",22.463768,-46.785717
"696",22.627737,7.0743413
"697",7.1895428,-34.054832
"698",7.5268822,-38.493149
"699",16.783216,8.0091534
"700",20.795107,-21.863701
"701",15.845071,-45.454548
"702",15.625,-16.676252
"703",12.290504,-27.455357
"704",1.8292682,0.46948195
"705",22.512236,-2.208668
"706",17.708332,-53.536587
"707",13.075061,-18.716862
"708",2.5974026,-28.312159
"709",6.363636,-43.31551
"710",2.0080321,10.43084
"711",3.2786884,-0.96069872
"712",7.5510206,-0.42605102
"713",18.611986,-38.558559
"714",7.7922077,-32.749325
"715",20,-40.679462
"716",23.178808,-31.37755
"717",3.9603961,-28.912786
"718",7.8014188,-26.214405
"719",5.3097343,-19.553074
"720",18.238993,-39.130436
"721",11.764706,-50.626957
"722",11.111112,-12.771503
"723",13.513513,-36.179295
"724",14.634146,-22.360615
"725",16.470589,-32.181019
"726",23.809525,-52.455978
"727",7.7419357,-28.991598
"728",14.0625,-42.033897
"729",16.030533,-33.048527
"730",21.111111,-60.10989
"731",19.834711,-42.399452
"732",10.958904,-33.720928
"733",34.010151,-40.876205
"734",15.384616,-27.934271
"735",31.111113,-32.270916
"736",14.18919,-29.308092
"737",19.480518,-40.031155
"738",19.775597,-34.672619
"739",13.124999,-59.140472
"740",21.73913,-28.640444
"741",26.016258,-38.264118
"742",26.666668,-27.7726
"743",10.596026,-46.132038
"744",15.53398,-17.79141
"745",30.666668,-55.526657
"746",24.305555,-42.32346
"747",27.205881,-42.354538
"748",22.627737,-37.160328
"749",20.300753,-53.348732
"750",25.666666,-47.289448
"751",13.92405,-52.840912
"752",6.3025212,-21.12867
"753",11.489362,-40.196587
"754",14.619883,-4.2361112
"755",14.655172,-37.1134
"756",9.3023252,-5.6399136
"757",12.587413,-50.079243
"758",3.2467532,-28.667009
"759",20.679886,-23.423292
"760",14.482759,-22.734255
"761",13.69863,-32.608692
"762",22.666668,-38.644066
"763",11.057692,-16.174099
"764",22.675533,-12.348344
"765",37.5,-49.118046
"766",12.57485,-51.88253
"767",12.048193,-30.629539
"768",7.6190481,-25.839552
"769",19.883041,-36.903831
"770",11.578947,-58.219177
"771",7.2202168,-54.041012
"772",21.134752,-38.361446
"773",17.647058,-49.403339
"774",15.517241,-53.96936
"775",5.6818185,-23.23439
"776",21.978022,-44.384106
"777",11.811024,-53.015686
"778",14.454976,-54.030556
"779",20.512821,-51.893936
"780",8.5201788,-52.860023
"781",16.3606,-36.705021
"782",12.209302,-46.842106
"783",20.866142,-49.46283
"784",15.982242,-33.813915
"785",6.8027215,-53.877831
"786",10.92437,-49.881981
"787",13.242009,-47.654667
"788",21.959459,-34.965034
"789",2.7777779,-56.783218
"790",14.285715,-28.059071
"791",18.75,-52.506268
"792",18.108109,-55.290718
"793",33.67347,-36.740459
"794",4.8678722,-58.593231
"795",6.9579625,-35.80579
"796",6.363636,-31.445313
"797",15.020182,15.108572
"798",12.201836,-44.594017
"799",7.9295149,1.4880925
"800",10.309278,-49.468716
"801",8.5127201,-60.751778
"802",22.569445,-50.417614
"803",1.6949153,-44.345238
"804",18.638573,-10.955961
"805",5,-35.641319
"806",15.85225,0.55828393
"807",4.9559469,-59.628647
"808",8.6734695,-42.474918
"809",15.502958,25.656622
"810",8.152174,-48.642776
"811",3.6253777,-1.1866242
"812",7.8947363,0.63291192
"813",6.6037736,-4.0863185
"814",4.0189123,-44.635761
"815",3.9665971,-59.929497
"816",22.321428,-51.724136
"817",12.850468,18.617285
"818",5.839416,9.9224806
"819",8.2289057,0.33015311
"820",38.135086,-10.388881
"821",17.821783,-10.128324
"822",11.666667,-5.6922512
"823",13.580246,-29.676258
"824",23.516483,-17.036072
"825",24.593382,14.304937
"826",15.450644,-28.455883
"827",12.949639,-7.9010367
"828",22.761906,-32.924961
"829",13.793103,15.67004
"830",13.008129,-10.353698
"831",37.039074,-24.149002
"832",17.79141,-35.252808
"833",35.977859,-26.610172
"834",13.333334,-39.671932
"835",6.7415729,-49.513702
"836",9.090909,-31.953032
"837",15.384616,-30.370941
"838",22.28739,-31.710499
"839",21.979553,-31.45187
"840",16.521738,-41.683231
"841",19.178082,-28.275213
"842",29.67033,-41.089493
"843",18.072289,-53.34174
"844",17.834394,-9.3141403
"845",18.354431,-33.101528
"846",5.7142859,-48.970943
"847",20.610687,-34.490086
"848",27.659575,-31.855854
"849",19.642857,-38.493042
"850",11.538462,-52.842808
"851",8.695652,-35.719505
"852",20.932755,-33.213066
"853",43.225807,-8.6097956
"854",9.4827585,2.0966797
"855",1.6233766,-32.715477
"856",1.8957347,-68.037971
"857",4.9645391,-48.776756
"858",6.8728523,8.5784321
"859",35.192566,-39.273476
"860",31.25,-19.981833
"861",5.8721933,-3.3696055
"862",33.212997,6.6882401
"863",12.99639,-36.490589
"864",26.13208,4.2868285
"865",10.662359,-15.849057
"866",7.0895524,-3.2455115
"867",20.871397,-20.233194
"868",10.062893,99.05101
"869",26.329115,-7.6948166
"870",9.2715235,8.9743614
"871",6.6420665,-7.7348084
"872",11.013474,-11.496571
"873",25.308641,-34.388367
"874",24.449877,-17.065311
"875",2.6143792,-3.7252636
"876",3.0075188,-8.333334
"877",6.4971752,5.0030322
"878",20.949722,-48.346405
"879",18.380743,-15.128506
"880",16.783216,17.491749
"881",33.293034,-9.4559851
"882",3.2967036,49.444916
"883",24.875622,-52.679592
"884",8.6206894,35.135139
"885",25.24272,-38.43774
"886",16.216215,-12.593985
"887",20.588236,0.89927912
"888",22.222223,-27.786753
"889",48.091602,3.8209586
"890",5.4054055,-6.3931317
"891",26.299694,-7.4608145
"892",10.820895,-10.573122
"893",10.798122,-20.564972
"894",20.752089,-26.714033
"895",27.209303,-58.424908
"896",20.277777,-48.045601
"897",13.74269,-53.956837
"898",28.913603,0.64663589
"899",29.003021,-32.52174
"900",17.428268,-13.884073
"901",26.923079,-41.348972
"902",2.3255813,1.6949147
"903",29.279873,12.144682
"904",3.1372552,-13.114757
"905",9.166667,-5.6283741
"906",10.869565,-4.2301178
"907",9.9290781,22.358078
"908",13.630229,-20.916807
"909",5.2631578,8.6693583
"910",9.1537132,-14.290977
"911",14.598539,-6.5669832
"912",3.521127,31.043953
"913",30.263159,-34.349594
"914",8.474577,-36.532951
"915",2.9801323,-9.4186068
"916",4.9473686,-33.605446
"917",7.0850201,-15.938863
"918",12.052117,-8.7765932
"919",3.3519554,-40.582962
"920",25.943396,1.7373741
"921",11.325967,-37.460976
"922",20.296114,-2.0304589
"923",25.333332,-21.118011
"924",13.096862,-13.651198
"925",5.970149,-9.2356682
"926",15.261044,16.156282
"927",21.428572,-46.288513
"928",9.2140923,-49.317558
"929",4.9833884,20.602217
"930",22.334003,-21.531322
"931",15.000001,1.9777507
"932",11.83432,-57.663555
"933",13.531353,-14.402984
"934",15.034965,-11.337733
"935",11.949685,-37.947021
"936",17.149757,-16.724072
"937",6.8627453,-37.154556
"938",26.351351,-34.406357
"939",38.099571,-6.636332
"940",22.714285,-24.75494
"941",9.6685085,-10.293114
"942",20.434782,-7.7664971
"943",15.151516,-38.655464
"944",24.085365,-35.08424
"945",13.478261,-16.681072
"946",19.827587,-40.581165
"947",21.834061,-32.687386
"948",20,-27.351751
"949",32.238804,-46.934673
"950",8.695652,-25.828728
"951",25.225225,-30.267859
"952",9.090909,-61.30653
"953",31.276596,-25.70492
"954",33.216782,-29.245663
"955",17.127071,-59.946949
"956",16.091955,-36.503986
"957",7.1999998,-26.533165
"958",20.530973,-35.166698
"959",37.974682,-49.836872
"960",1.860465,-56.050335
"961",13.417432,-19.931194
"962",12.71787,-0.25439858
"963",20.403023,-25.597269
"964",16.355141,-6.0475168
"965",19.742489,-45.210876
"966",5.1162791,-6.8518548
"967",22.310907,-18.44091
"968",11.730206,-7.5374722
"969",4.5454545,-48.516438
"970",10.810811,-49.305134
"971",11.362272,-10.192683
"972",1.8518518,-33.886585
"973",15.203145,-5.8787255
"974",4.6439629,-3.7508874
"975",4.5238094,-16.064756
"976",1.6949153,-14.634146
"977",10.359712,-25.768709
"978",12.125922,-0.48633814
"979",3.686636,-52.046783
"980",11.290322,-18.991098
"981",8.9337177,-9.8378391
"982",13.559909,5.3696098
"983",6.0402684,-27.378815
"984",15.348837,-38.476433
